,측정일자,도로변구분,측정소명,미세먼지(㎍/㎥),오존(ppm),이산화질소농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm)
3039,20230313,일반도로,도산대로,37,0.032,0.013,0.4,0.002
3040,20230313,일반도로,천호대로,36,0.029,0.022,0.3,0.003
3041,20230313,중앙차로,공항대로,39,0.029,0.02,0.3,0.003
3042,20230313,일반도로,영등포로,33,0.025,0.025,0.4,0.003
3043,20230313,중앙차로,동작대로,32,0.032,0.022,0.4,0.003
3044,20230313,일반도로,시흥대로,32,0.029,0.02,0.3,0.003
3053,20230312,경계,항동,50,0.051,0.006,0.6,0.004
3054,20230312,일반도로,한강대로,66,0.046,0.014,0.6,0.004
3055,20230312,일반도로,청계천로,56,0.044,0.014,0.4,0.003
3056,20230312,일반도로,종로,51,0.039,0.015,0.5,0.003
3057,20230312,일반도로,신촌로,61,0.038,0.018,0.5,0.003
3058,20230312,일반도로,시흥대로,54,0.044,0.015,0.4,0.003
3059,20230312,중앙차로,동작대로,54,0.049,0.02,0.5,0.003
3060,20230312,일반도로,영등포로,56,0.04,0.021,0.5,0.003
3061,20230312,중앙차로,공항대로,49,0.045,0.016,0.4,0.003
3062,20230312,일반도로,천호대로,59,0.042,0.02,0.5,0.003
3063,20230312,일반도로,도산대로,62,0.049,0.008,0.6,0.002
3064,20230312,중앙차로,강남대로,64,0.043,0.019,0.7,0.002
3069,20230312,일반도로,홍릉로,52,0.041,0.017,0.5,0.003
3070,20230312,전용차로,정릉로,58,0.038,0.023,0.5,0.003
3071,20230312,전용차로,강변북로,64,0.039,0.023,0.7,0.003
3072,20230312,일반도로,화랑로,56,0.033,0.025,0.5,0.003
3073,20230312,경계,세곡,65,0.046,0.015,0.7,0.003
3074,20230312,경계,행주,51,0.043,0.006,0.3,0.003
3076,20230311,중앙차로,공항대로,104,0.039,0.043,0.7,0.004
3077,20230311,경계,항동,91,0.049,0.018,0.8,0.004
3078,20230311,전용차로,정릉로,101,0.031,0.049,0.8,0.004
3080,20230311,일반도로,한강대로,118,0.034,0.053,0.9,0.004
3081,20230311,일반도로,홍릉로,98,0.027,0.049,0.9,0.005
3082,20230311,중앙차로,강남대로,109,0.032,0.046,1.0,0.003
3084,20230311,일반도로,도산대로,113,0.036,0.031,0.8,0.002
3085,20230311,일반도로,천호대로,94,0.031,0.045,0.8,0.004
3087,20230311,일반도로,청계천로,105,0.036,0.04,0.8,0.005
3088,20230311,일반도로,시흥대로,111,0.035,0.051,0.8,0.004
3089,20230311,경계,세곡,102,0.037,0.035,1.0,0.004
3090,20230311,일반도로,종로,95,0.033,0.038,0.9,0.004
3091,20230311,일반도로,영등포로,109,0.028,0.057,0.9,0.004
3092,20230311,중앙차로,동작대로,102,0.038,0.051,0.8,0.004
3093,20230311,전용차로,강변북로,104,0.025,0.055,0.9,0.003
3094,20230311,일반도로,신촌로,113,0.033,0.043,0.8,0.004
3095,20230311,경계,행주,100,0.036,0.032,0.5,0.003
3097,20230311,일반도로,화랑로,98,0.031,0.045,0.7,0.004
3100,20230310,일반도로,화랑로,92,0.02,0.044,0.7,0.004
3101,20230310,일반도로,시흥대로,94,0.02,0.054,0.8,0.004
3102,20230310,전용차로,정릉로,92,0.018,0.047,0.8,0.004
3104,20230310,일반도로,홍릉로,99,0.01,0.052,0.9,0.005
3110,20230310,일반도로,신촌로,102,0.016,0.046,0.8,0.004
3111,20230310,경계,항동,78,0.024,0.022,0.9,0.004
3112,20230310,경계,행주,68,0.026,0.027,0.5,0.003
3113,20230310,일반도로,한강대로,110,0.022,0.049,0.9,0.004
3114,20230310,경계,세곡,98,0.026,0.036,1.0,0.004
3116,20230310,일반도로,청계천로,101,0.02,0.043,0.9,0.005
3117,20230310,중앙차로,강남대로,104,0.02,0.044,1.1,0.003
3118,20230310,일반도로,도산대로,111,0.02,0.032,0.8,0.002
3119,20230310,일반도로,종로,91,0.019,0.043,0.9,0.004
3120,20230310,일반도로,천호대로,94,0.016,0.048,0.8,0.004
3121,20230310,중앙차로,공항대로,79,0.019,0.044,0.7,0.004
3122,20230310,전용차로,강변북로,105,0.013,0.055,1.0,0.004
3123,20230310,일반도로,영등포로,96,0.016,0.051,0.8,0.004
3124,20230310,중앙차로,동작대로,93,0.019,0.051,0.8,0.004
3126,20230309,일반도로,종로,62,0.023,0.033,0.7,0.003
3127,20230309,전용차로,정릉로,69,0.016,0.046,0.7,0.003
3131,20230309,전용차로,강변북로,71,0.014,0.053,0.8,0.003
3133,20230309,중앙차로,강남대로,64,0.023,0.038,0.8,0.002
3134,20230309,일반도로,도산대로,68,0.025,0.026,0.7,0.002
3135,20230309,일반도로,천호대로,66,0.021,0.042,0.6,0.003
3136,20230309,일반도로,신촌로,69,0.019,0.04,0.7,0.003
3137,20230309,일반도로,화랑로,66,0.02,0.044,0.6,0.003
3138,20230309,경계,항동,54,0.034,0.014,0.6,0.004
3140,20230309,일반도로,홍릉로,66,0.019,0.044,0.7,0.003
3142,20230309,경계,행주,55,0.028,0.025,0.4,0.003
3143,20230309,일반도로,한강대로,69,0.024,0.042,0.7,0.004
3144,20230309,경계,세곡,67,0.028,0.031,0.8,0.003
3145,20230309,일반도로,청계천로,66,0.024,0.036,0.7,0.004
3146,20230309,일반도로,시흥대로,58,0.025,0.035,0.5,0.003
3147,20230309,중앙차로,동작대로,62,0.026,0.039,0.6,0.003
3148,20230309,일반도로,영등포로,62,0.019,0.043,0.7,0.003
3149,20230309,중앙차로,공항대로,51,0.026,0.037,0.5,0.003
3150,20230308,경계,행주,62,0.03,0.034,0.4,0.004
3151,20230308,일반도로,천호대로,66,0.024,0.049,0.6,0.004
3152,20230308,일반도로,도산대로,70,0.033,0.027,0.6,0.002
3153,20230308,일반도로,신촌로,69,0.027,0.038,0.6,0.004
3154,20230308,일반도로,홍릉로,69,0.021,0.049,0.7,0.004
3157,20230308,전용차로,정릉로,69,0.019,0.053,0.8,0.004
3159,20230308,일반도로,영등포로,68,0.025,0.047,0.7,0.004
3160,20230308,중앙차로,강남대로,73,0.022,0.048,0.9,0.003
3162,20230308,일반도로,청계천로,72,0.023,0.045,0.8,0.004
3164,20230308,일반도로,종로,63,0.025,0.037,0.7,0.004
3167,20230308,경계,항동,56,0.037,0.018,0.6,0.004
3168,20230308,중앙차로,공항대로,62,0.034,0.04,0.5,0.004
3169,20230308,일반도로,시흥대로,65,0.03,0.045,0.5,0.004
3170,20230308,중앙차로,동작대로,64,0.029,0.048,0.6,0.003
3171,20230308,전용차로,강변북로,69,0.021,0.052,0.7,0.004
3172,20230308,경계,세곡,68,0.026,0.039,0.9,0.005
3173,20230308,일반도로,화랑로,69,0.016,0.055,0.7,0.004
3174,20230308,일반도로,한강대로,75,0.031,0.043,0.7,0.004
3175,20230307,경계,세곡,69,0.032,0.036,0.9,0.005
3176,20230307,일반도로,신촌로,65,0.026,0.044,0.6,0.004
3177,20230307,일반도로,홍릉로,62,0.02,0.051,0.7,0.004
3178,20230307,전용차로,정릉로,64,0.017,0.056,0.7,0.004
3180,20230307,경계,행주,61,0.028,0.035,0.4,0.004
3181,20230307,중앙차로,동작대로,62,0.027,0.051,0.7,0.004
3182,20230307,중앙차로,공항대로,57,0.03,0.044,0.5,0.004
3183,20230307,일반도로,화랑로,67,0.021,0.052,0.6,0.004
3186,20230307,중앙차로,강남대로,81,0.023,0.049,0.9,0.004
3187,20230307,일반도로,시흥대로,63,0.027,0.049,0.6,0.004
3188,20230307,일반도로,한강대로,69,0.027,0.051,0.7,0.005
3191,20230307,경계,항동,56,0.034,0.02,0.6,0.004
3192,20230307,일반도로,종로,59,0.023,0.044,0.7,0.004
3193,20230307,일반도로,천호대로,67,0.02,0.051,0.7,0.004
3194,20230307,일반도로,도산대로,71,0.026,0.032,0.6,0.002
3196,20230307,전용차로,강변북로,70,0.016,0.058,0.7,0.004
3197,20230307,일반도로,청계천로,66,0.023,0.048,0.8,0.005
3198,20230307,일반도로,영등포로,63,0.024,0.049,0.6,0.004
3203,20230306,전용차로,정릉로,57,0.019,0.055,0.7,0.004
3208,20230306,중앙차로,공항대로,63,0.023,0.054,0.6,0.005
3209,20230306,일반도로,영등포로,60,0.02,0.06,0.8,0.004
3210,20230306,일반도로,한강대로,66,0.026,0.054,0.8,0.005
3211,20230306,중앙차로,동작대로,64,0.027,0.057,0.7,0.004
3212,20230306,일반도로,시흥대로,62,0.024,0.059,0.7,0.004
3213,20230306,경계,세곡,63,0.027,0.046,0.9,0.005
3214,20230306,일반도로,신촌로,62,0.019,0.057,0.8,0.004
3215,20230306,일반도로,천호대로,58,0.019,0.056,0.7,0.004
3216,20230306,일반도로,도산대로,64,0.024,0.036,0.7,0.003
3217,20230306,중앙차로,강남대로,65,0.023,0.053,0.9,0.004
3218,20230306,일반도로,청계천로,58,0.026,0.049,0.7,0.004
3219,20230306,일반도로,화랑로,55,0.022,0.055,0.6,0.004
3220,20230306,경계,행주,57,0.024,0.045,0.5,0.004
3221,20230306,일반도로,종로,52,0.027,0.045,0.7,0.004
3222,20230306,일반도로,홍릉로,52,0.019,0.055,0.7,0.004
3223,20230306,경계,항동,56,0.032,0.025,0.6,0.005
3224,20230306,전용차로,강변북로,59,0.018,0.056,0.6,0.004
3225,20230305,일반도로,천호대로,87,0.026,0.043,0.7,0.003
3226,20230305,일반도로,신촌로,81,0.021,0.046,0.8,0.003
3228,20230305,일반도로,영등포로,72,0.028,0.044,0.7,0.004
3229,20230305,중앙차로,동작대로,77,0.027,0.048,0.8,0.004
3230,20230305,일반도로,시흥대로,73,0.022,0.051,0.7,0.004
3233,20230305,일반도로,청계천로,75,0.029,0.036,0.6,0.003
3234,20230305,중앙차로,공항대로,71,0.021,0.043,0.6,0.004
3235,20230305,경계,행주,56,0.024,0.027,0.5,0.003
3236,20230305,전용차로,강변북로,90,0.02,0.046,0.7,0.003
3237,20230305,일반도로,화랑로,73,0.026,0.041,0.6,0.003
3239,20230305,경계,세곡,92,0.028,0.034,1.0,0.004
3240,20230305,중앙차로,강남대로,86,0.023,0.04,1.0,0.003
3241,20230305,일반도로,홍릉로,69,0.026,0.04,0.6,0.004
3242,20230305,일반도로,종로,71,0.027,0.033,0.7,0.004
3243,20230305,경계,항동,67,0.03,0.02,0.6,0.004
3245,20230305,전용차로,정릉로,76,0.024,0.045,0.7,0.003
3246,20230305,일반도로,도산대로,88,0.03,0.026,0.7,0.003
3247,20230305,일반도로,한강대로,81,0.03,0.041,0.8,0.004
3250,20230304,일반도로,시흥대로,78,0.029,0.043,0.6,0.004
3251,20230304,일반도로,종로,74,0.031,0.034,0.7,0.004
3253,20230304,일반도로,한강대로,86,0.036,0.038,0.7,0.004
3254,20230304,일반도로,청계천로,79,0.035,0.033,0.6,0.004
3256,20230304,일반도로,홍릉로,76,0.027,0.04,0.7,0.004
3257,20230304,전용차로,정릉로,81,0.021,0.048,0.8,0.004
3262,20230304,일반도로,신촌로,85,0.027,0.043,0.7,0.004
3263,20230304,일반도로,화랑로,76,0.028,0.041,0.6,0.004
3264,20230304,경계,세곡,88,0.027,0.043,0.8,0.004
3265,20230304,일반도로,천호대로,81,0.033,0.041,0.6,0.003
3266,20230304,일반도로,도산대로,88,0.036,0.024,0.6,0.003
3267,20230304,전용차로,강변북로,89,0.023,0.051,0.7,0.004
3268,20230304,중앙차로,강남대로,90,0.021,0.048,0.9,0.003
3270,20230304,경계,행주,69,0.036,0.025,0.4,0.004
3271,20230304,중앙차로,동작대로,78,0.028,0.048,0.7,0.004
3272,20230304,일반도로,영등포로,75,0.029,0.044,0.7,0.004
3273,20230304,중앙차로,공항대로,67,0.034,0.037,0.5,0.004
3274,20230304,경계,항동,70,0.036,0.021,0.6,0.005
3276,20230303,일반도로,종로,36,0.019,0.03,0.5,0.003
3277,20230303,전용차로,강변북로,52,0.021,0.043,0.5,0.003
3278,20230303,일반도로,신촌로,42,0.017,0.035,0.6,0.003
3279,20230303,일반도로,영등포로,40,0.019,0.036,0.5,0.003
3281,20230303,중앙차로,공항대로,39,0.022,0.033,0.4,0.003
3282,20230303,일반도로,홍릉로,37,0.017,0.035,0.5,0.003
3283,20230303,경계,행주,33,0.017,0.031,0.4,0.004
3284,20230303,경계,항동,33,0.021,0.017,0.4,0.004
3285,20230303,일반도로,시흥대로,39,0.02,0.037,0.4,0.003
3286,20230303,일반도로,한강대로,48,0.021,0.032,0.6,0.004
3290,20230303,일반도로,도산대로,51,0.033,0.017,0.5,0.002
3291,20230303,일반도로,천호대로,41,0.018,0.037,0.5,0.003
3292,20230303,일반도로,화랑로,40,0.012,0.045,0.5,0.003
3293,20230303,경계,세곡,40,0.02,0.029,0.6,0.004
3295,20230303,중앙차로,강남대로,48,0.023,0.037,0.7,0.003
3296,20230303,일반도로,청계천로,38,0.019,0.033,0.5,0.003
3297,20230303,전용차로,정릉로,40,0.013,0.04,0.6,0.003
3299,20230303,중앙차로,동작대로,38,0.023,0.035,0.5,0.003
3300,20230302,중앙차로,공항대로,58,0.026,0.024,0.3,0.003
3301,20230302,일반도로,한강대로,69,0.029,0.018,0.4,0.004
3302,20230302,경계,세곡,65,0.033,0.017,0.4,0.003
3304,20230302,전용차로,정릉로,51,0.026,0.023,0.4,0.003
3307,20230302,일반도로,영등포로,51,0.025,0.024,0.4,0.003
3308,20230302,경계,행주,50,0.033,0.008,0.2,0.003
3311,20230302,중앙차로,동작대로,50,0.033,0.021,0.4,0.003
3313,20230302,일반도로,청계천로,51,0.031,0.017,0.4,0.003
3314,20230302,일반도로,화랑로,53,0.026,0.025,0.3,0.003
3315,20230302,일반도로,홍릉로,46,0.027,0.019,0.3,0.003
3317,20230302,전용차로,강변북로,67,0.028,0.02,0.3,0.003
3318,20230302,일반도로,시흥대로,53,0.028,0.02,0.3,0.003
3319,20230302,중앙차로,강남대로,67,0.026,0.019,0.4,0.002
3320,20230302,일반도로,도산대로,62,0.027,0.022,0.4,0.003
3321,20230302,일반도로,신촌로,57,0.022,0.029,0.5,0.003
3322,20230302,경계,항동,49,0.038,0.007,0.2,0.004
3323,20230302,일반도로,천호대로,56,0.028,0.023,0.4,0.003
3324,20230302,일반도로,종로,47,0.031,0.013,0.4,0.003
3326,20230301,일반도로,한강대로,42,0.031,0.022,0.5,0.004
3327,20230301,경계,항동,36,0.033,0.012,0.4,0.004
3328,20230301,일반도로,천호대로,38,0.024,0.031,0.4,0.003
3329,20230301,일반도로,도산대로,40,0.029,0.027,0.5,0.003
3330,20230301,일반도로,청계천로,35,0.033,0.02,0.4,0.003
3331,20230301,중앙차로,강남대로,42,0.025,0.025,0.6,0.003
3332,20230301,경계,행주,37,0.025,0.019,0.3,0.003
3333,20230301,중앙차로,동작대로,34,0.032,0.027,0.4,0.003
3334,20230301,전용차로,강변북로,41,0.023,0.032,0.4,0.003
3337,20230301,일반도로,화랑로,34,0.023,0.032,0.4,0.003
3338,20230301,일반도로,종로,32,0.032,0.017,0.4,0.003
3339,20230301,중앙차로,공항대로,44,0.023,0.03,0.4,0.003
3340,20230301,일반도로,영등포로,37,0.027,0.028,0.5,0.003
3341,20230301,일반도로,홍릉로,33,0.027,0.025,0.1,0.003
3342,20230301,일반도로,신촌로,42,0.024,0.028,0.5,0.003
3344,20230301,전용차로,정릉로,34,0.026,0.029,0.5,0.003
3345,20230301,일반도로,시흥대로,36,0.029,0.024,0.4,0.003
3348,20230301,경계,세곡,39,0.03,0.023,0.5,0.004
3350,20230228,일반도로,종로,37,0.015,0.042,0.7,0.004
3351,20230228,경계,세곡,37,0.023,0.035,0.7,0.005
3352,20230228,전용차로,강변북로,41,0.013,0.05,0.6,0.004
3355,20230228,경계,행주,37,0.017,0.037,0.5,0.003
3357,20230228,일반도로,신촌로,43,0.012,0.053,0.8,0.004
3358,20230228,전용차로,정릉로,39,0.012,0.047,0.7,0.004
3359,20230228,일반도로,청계천로,41,0.015,0.046,0.7,0.004
3360,20230228,경계,항동,42,0.021,0.023,0.6,0.004
3362,20230228,일반도로,한강대로,46,0.016,0.048,0.7,0.004
3363,20230228,일반도로,시흥대로,39,0.015,0.051,0.6,0.004
3365,20230228,일반도로,천호대로,43,0.016,0.046,0.7,0.004
3366,20230228,일반도로,홍릉로,37,0.015,0.045,0.5,0.004
3368,20230228,중앙차로,강남대로,39,0.015,0.041,0.8,0.004
3369,20230228,일반도로,도산대로,42,0.019,0.051,0.7,0.004
3370,20230228,일반도로,화랑로,40,0.013,0.047,0.6,0.003
3371,20230228,중앙차로,공항대로,38,0.017,0.045,0.6,0.003
3372,20230228,일반도로,영등포로,41,0.013,0.049,0.7,0.004
3374,20230228,중앙차로,동작대로,40,0.021,0.045,0.7,0.004
3376,20230227,중앙차로,동작대로,49,0.018,0.047,0.7,0.004
3377,20230227,일반도로,시흥대로,54,0.014,0.053,0.7,0.004
3378,20230227,일반도로,홍릉로,45,0.013,0.048,0.7,0.004
3379,20230227,중앙차로,공항대로,54,0.013,0.05,0.7,0.004
3380,20230227,전용차로,강변북로,56,0.01,0.055,0.6,0.004
3381,20230227,전용차로,정릉로,49,0.011,0.05,0.7,0.004
3382,20230227,일반도로,화랑로,49,0.012,0.049,0.6,0.003
3383,20230227,경계,행주,47,0.014,0.04,0.5,0.004
3385,20230227,경계,세곡,55,0.017,0.043,0.8,0.005
3386,20230227,일반도로,신촌로,56,0.009,0.056,0.8,0.004
3391,20230227,일반도로,한강대로,59,0.015,0.051,0.8,0.005
3392,20230227,일반도로,영등포로,49,0.01,0.054,0.8,0.004
3393,20230227,일반도로,청계천로,52,0.015,0.048,0.7,0.004
3394,20230227,일반도로,종로,46,0.015,0.044,0.8,0.004
3395,20230227,중앙차로,강남대로,58,0.012,0.044,0.8,0.004
3396,20230227,일반도로,도산대로,54,0.014,0.058,0.7,0.004
3397,20230227,일반도로,천호대로,52,0.012,0.051,0.7,0.004
3399,20230227,경계,항동,46,0.022,0.022,0.5,0.004
3405,20230226,전용차로,정릉로,38,0.023,0.029,0.6,0.004
3407,20230226,일반도로,천호대로,43,0.024,0.028,0.5,0.003
3408,20230226,일반도로,도산대로,39,0.026,0.029,0.5,0.004
3409,20230226,중앙차로,동작대로,37,0.026,0.031,0.6,0.003
3410,20230226,전용차로,강변북로,43,0.02,0.035,0.4,0.004
3411,20230226,중앙차로,강남대로,37,0.022,0.027,0.6,0.003
3412,20230226,일반도로,홍릉로,34,0.025,0.024,0.5,0.003
3414,20230226,일반도로,시흥대로,36,0.024,0.032,0.5,0.004
3415,20230226,중앙차로,공항대로,37,0.024,0.027,0.5,0.003
3416,20230226,경계,항동,31,0.032,0.011,0.4,0.004
3417,20230226,일반도로,청계천로,36,0.031,0.019,0.4,0.004
3418,20230226,경계,세곡,40,0.022,0.027,0.6,0.004
3419,20230226,일반도로,종로,34,0.028,0.019,0.5,0.004
3420,20230226,일반도로,한강대로,41,0.029,0.021,0.6,0.004
3421,20230226,경계,행주,32,0.028,0.014,0.4,0.004
3422,20230226,일반도로,영등포로,35,0.026,0.025,0.5,0.004
3423,20230226,일반도로,화랑로,38,0.023,0.028,0.5,0.003
3424,20230226,일반도로,신촌로,41,0.02,0.031,0.6,0.003
3425,20230225,일반도로,도산대로,41,0.026,0.024,0.4,0.004
3426,20230225,중앙차로,강남대로,43,0.023,0.024,0.5,0.003
3427,20230225,일반도로,화랑로,39,0.024,0.024,0.4,0.003
3428,20230225,일반도로,신촌로,44,0.021,0.028,0.6,0.003
3430,20230225,중앙차로,공항대로,42,0.027,0.021,0.4,0.003
3431,20230225,일반도로,시흥대로,37,0.028,0.019,0.4,0.003
3433,20230225,일반도로,영등포로,37,0.026,0.022,0.5,0.003
3435,20230225,일반도로,한강대로,46,0.029,0.016,0.5,0.004
3436,20230225,중앙차로,동작대로,37,0.029,0.023,0.5,0.003
3438,20230225,경계,항동,32,0.037,0.006,0.3,0.004
3440,20230225,일반도로,홍릉로,35,0.025,0.021,0.5,0.003
3442,20230225,경계,세곡,42,0.027,0.023,0.5,0.004
3443,20230225,전용차로,정릉로,39,0.023,0.026,0.5,0.003
3444,20230225,일반도로,종로,36,0.031,0.013,0.4,0.003
3445,20230225,전용차로,강변북로,44,0.022,0.03,0.4,0.004
3446,20230225,경계,행주,32,0.033,0.005,0.3,0.004
3448,20230225,일반도로,청계천로,38,0.033,0.014,0.4,0.003
3449,20230225,일반도로,천호대로,43,0.024,0.027,0.5,0.003
3450,20230224,중앙차로,강남대로,64,0.017,0.033,0.7,0.003
3451,20230224,경계,항동,49,0.027,0.015,0.4,0.004
3452,20230224,경계,세곡,58,0.022,0.032,0.6,0.004
3453,20230224,전용차로,강변북로,58,0.02,0.035,0.4,0.004
3454,20230224,일반도로,청계천로,49,0.032,0.022,0.4,0.003
3455,20230224,일반도로,한강대로,59,0.029,0.025,0.5,0.004
3456,20230224,중앙차로,공항대로,58,0.018,0.035,0.5,0.003
3458,20230224,경계,행주,48,0.025,0.018,0.4,0.003
3459,20230224,일반도로,종로,47,0.032,0.017,0.5,0.003
3460,20230224,일반도로,신촌로,58,0.02,0.033,0.6,0.003
3461,20230224,전용차로,정릉로,52,0.022,0.033,0.6,0.003
3462,20230224,일반도로,영등포로,54,0.022,0.032,0.5,0.003
3463,20230224,중앙차로,동작대로,53,0.027,0.031,0.6,0.003
3464,20230224,일반도로,시흥대로,55,0.023,0.031,0.5,0.003
3466,20230224,일반도로,천호대로,55,0.017,0.04,0.6,0.003
3467,20230224,일반도로,도산대로,61,0.023,0.034,0.5,0.003
3468,20230224,일반도로,홍릉로,47,0.025,0.028,0.5,0.003
3471,20230224,일반도로,화랑로,49,0.017,0.041,0.6,0.003
3475,20230223,경계,항동,38,0.019,0.021,0.4,0.004
3476,20230223,일반도로,한강대로,48,0.026,0.029,0.6,0.004
3477,20230223,일반도로,청계천로,43,0.027,0.03,0.5,0.004
3479,20230223,일반도로,종로,39,0.028,0.024,0.5,0.003
3486,20230223,중앙차로,강남대로,47,0.017,0.036,0.6,0.004
3487,20230223,일반도로,도산대로,45,0.021,0.041,0.5,0.004
3488,20230223,일반도로,천호대로,46,0.019,0.041,0.6,0.003
3489,20230223,일반도로,신촌로,45,0.017,0.039,0.6,0.004
3490,20230223,일반도로,화랑로,42,0.019,0.039,0.5,0.003
3491,20230223,전용차로,강변북로,46,0.017,0.042,0.5,0.004
3492,20230223,일반도로,홍릉로,39,0.022,0.034,0.5,0.003
3493,20230223,전용차로,정릉로,43,0.021,0.036,0.6,0.004
3494,20230223,중앙차로,공항대로,42,0.02,0.038,0.5,0.003
